,amplitude,tstep,vfp
0,0.0,0,88
1,0.0,1,88
2,0.0,2,88
3,0.0,3,88
4,0.0,4,88
5,0.0,5,88
6,0.0,6,88
7,0.0,7,88
8,0.0,8,88
9,0.0,9,88
10,0.0,10,88
11,0.0,11,88
12,0.0,12,88
13,0.0,13,88
14,0.0,14,88
15,0.0,15,88
16,0.0,16,88
17,0.0,17,88
18,0.0,18,88
19,0.0,19,88
20,0.0,20,88
21,0.0,21,88
22,0.0,22,88
23,0.0,23,88
24,0.0,24,88
25,0.0,25,88
26,0.0,26,88
27,0.0,27,88
28,0.0,28,88
29,0.0,29,88
30,0.0,30,88
31,0.0,31,88
32,0.0,32,88
33,0.0,33,88
34,0.0,34,88
35,0.0,35,88
36,0.0,36,88
37,0.0,37,88
38,0.0,38,88
39,0.0,39,88
40,0.0,40,88
41,0.0,41,88
42,0.0,42,88
43,0.0,43,88
44,0.0,44,88
45,0.0,45,88
46,0.0,46,88
47,0.0,47,88
48,0.0,48,88
49,0.0,49,88
50,0.0,50,88
51,0.0,51,88
52,0.0,52,88
53,0.0,53,88
54,0.0,54,88
55,0.0,55,88
56,0.0,56,88
57,0.0,57,88
58,0.0,58,88
59,0.0,59,88
60,0.0,60,88
61,0.0,61,88
62,0.0,62,88
63,0.0,63,88
64,0.0,64,88
65,0.0,65,88
66,0.0,66,88
67,0.0,67,88
68,0.0,68,88
69,0.0,69,88
70,0.0,70,88
71,0.0,71,88
72,0.0,72,88
73,0.0,73,88
74,0.0,74,88
75,0.0,75,88
76,0.0,76,88
77,0.0,77,88
78,0.0,78,88
79,0.0,79,88
80,0.0,80,88
81,0.0,81,88
82,0.0,82,88
83,0.0,83,88
84,0.0,84,88
85,0.0,85,88
86,0.0,86,88
87,0.0,87,88
88,0.0,88,88
89,0.0,89,88
90,0.0,90,88
91,0.0,91,88
92,0.0,92,88
93,0.0,93,88
94,0.0,94,88
95,0.0,95,88
96,0.0,96,88
97,0.0,97,88
98,0.0,98,88
99,0.0,99,88
100,0.0,100,88
101,0.0,101,88
102,0.0,102,88
103,0.0,103,88
104,0.0,104,88
105,0.0,105,88
106,0.0,106,88
107,0.0,107,88
108,0.0,108,88
109,0.0,109,88
110,0.0,110,88
111,0.0,111,88
112,0.0,112,88
113,0.0,113,88
114,0.0,114,88
115,0.0,115,88
116,0.0,116,88
117,0.0,117,88
118,0.0,118,88
119,0.0,119,88
120,0.0,120,88
121,0.0,121,88
122,0.0,122,88
123,0.0,123,88
124,0.0,124,88
125,0.0,125,88
126,0.0,126,88
127,0.0,127,88
128,0.0,128,88
129,0.0,129,88
130,0.0,130,88
131,0.0,131,88
132,0.0,132,88
133,0.0,133,88
134,0.0,134,88
135,0.0,135,88
136,0.0,136,88
137,0.0,137,88
138,0.0,138,88
139,0.0,139,88
140,0.0,140,88
141,0.0,141,88
142,0.0,142,88
143,0.0,143,88
144,0.0,144,88
145,0.0,145,88
146,0.0,146,88
147,0.0,147,88
148,0.0,148,88
149,0.0,149,88
150,0.0,150,88
151,0.0,151,88
152,0.0,152,88
153,0.0,153,88
154,0.0,154,88
155,0.0,155,88
156,0.0,156,88
157,0.0,157,88
158,0.0,158,88
159,0.0,159,88
160,0.0,160,88
161,0.0,161,88
162,0.0,162,88
163,0.0,163,88
164,0.0,164,88
165,0.0,165,88
166,0.0,166,88
167,0.0,167,88
168,0.0,168,88
169,0.0,169,88
170,0.0,170,88
171,0.0,171,88
172,0.0,172,88
173,0.0,173,88
174,0.0,174,88
175,0.0,175,88
176,0.0,176,88
177,0.0,177,88
178,0.0,178,88
179,0.0,179,88
180,0.0,180,88
181,0.0,181,88
182,0.0,182,88
183,0.0,183,88
184,0.0,184,88
185,0.0,185,88
186,0.0,186,88
187,0.0,187,88
188,0.0,188,88
189,0.0,189,88
190,0.0,190,88
191,0.0,191,88
192,0.0,192,88
193,0.0,193,88
194,0.0,194,88
195,0.0,195,88
196,0.0,196,88
197,0.0,197,88
198,0.0,198,88
199,0.0,199,88
200,0.0,200,88
201,0.0,201,88
202,0.0,202,88
203,0.0,203,88
204,0.0,204,88
205,0.0,205,88
206,0.0,206,88
207,0.0,207,88
208,0.0,208,88
209,0.0,209,88
210,0.0,210,88
211,0.0,211,88
212,0.0,212,88
213,0.0,213,88
214,0.0,214,88
215,0.0,215,88
216,0.0,216,88
217,0.0,217,88
218,0.0,218,88
219,0.0,219,88
220,0.0,220,88
221,0.0,221,88
222,0.0,222,88
223,0.0,223,88
224,0.0,224,88
225,0.0,225,88
226,0.0,226,88
227,0.0,227,88
228,0.0,228,88
229,0.0,229,88
230,0.0,230,88
231,0.0,231,88
232,0.0,232,88
233,0.0,233,88
234,0.0,234,88
235,0.0,235,88
236,0.0,236,88
237,0.0,237,88
238,0.0,238,88
239,0.0,239,88
240,0.0,240,88
241,0.0,241,88
242,0.0,242,88
243,0.0,243,88
244,0.0,244,88
245,0.0,245,88
246,0.0,246,88
247,0.0,247,88
248,0.0,248,88
249,0.0,249,88
250,0.0,250,88
251,0.0,251,88
252,0.0,252,88
253,0.0,253,88
254,0.0,254,88
255,0.0,255,88
256,0.0,256,88
257,0.0,257,88
258,0.0,258,88
259,0.0,259,88
260,0.0,260,88
261,0.0,261,88
262,0.0,262,88
263,0.0,263,88
264,0.0,264,88
265,0.0,265,88
266,0.0,266,88
267,0.0,267,88
268,0.0,268,88
269,0.0,269,88
270,0.0,270,88
271,0.0,271,88
272,0.0,272,88
273,0.0,273,88
274,0.0,274,88
275,0.0,275,88
276,0.0,276,88
277,0.0,277,88
278,0.0,278,88
279,0.0,279,88
280,0.0,280,88
281,0.0,281,88
282,0.0,282,88
283,0.0,283,88
284,0.0,284,88
285,0.0,285,88
286,0.0,286,88
287,0.0,287,88
288,0.0,288,88
289,0.0,289,88
290,0.0,290,88
291,0.0,291,88
292,0.0,292,88
293,0.0,293,88
294,0.0,294,88
295,0.0,295,88
296,0.0,296,88
297,0.0,297,88
298,0.0,298,88
299,0.0,299,88
300,0.0,300,88
301,0.0,301,88
302,0.0,302,88
303,0.0,303,88
304,0.0,304,88
305,0.0,305,88
306,0.0,306,88
307,0.0,307,88
308,0.0,308,88
309,0.0,309,88
310,0.0,310,88
311,0.0,311,88
312,0.0,312,88
313,0.0,313,88
314,0.0,314,88
315,0.0,315,88
316,0.0,316,88
317,0.0,317,88
318,0.0,318,88
319,0.0,319,88
320,0.0,320,88
321,0.0,321,88
322,0.0,322,88
323,0.0,323,88
324,0.0,324,88
325,0.0,325,88
326,0.0,326,88
327,0.0,327,88
328,0.0,328,88
329,0.0,329,88
330,0.0,330,88
331,0.0,331,88
332,0.0,332,88
333,0.0,333,88
334,0.0,334,88
335,0.0,335,88
336,0.0,336,88
337,0.0,337,88
338,0.0,338,88
339,0.0,339,88
340,0.0,340,88
341,0.0,341,88
342,0.0,342,88
343,0.0,343,88
344,0.0,344,88
345,0.0,345,88
346,0.0,346,88
347,0.0,347,88
348,0.0,348,88
349,0.0,349,88
350,0.0,350,88
351,0.0,351,88
352,0.0,352,88
353,0.0,353,88
