   2.8000000e+01   1.0318032e-01
   8.8000000e+01   8.5670472e-02
   1.4800000e+02   9.5131159e-02
   2.0800000e+02   9.1562466e-02
   2.6800000e+02   9.4964479e-02
   3.2800000e+02   8.8337280e-02
   3.8800000e+02   1.1168095e-01
   4.4800000e+02   8.9995584e-02
   5.0800000e+02   9.1281251e-02
   5.6800000e+02   8.1538038e-02
   6.2800000e+02   1.1276603e-01
   6.8800000e+02   7.6965294e-02
   7.4800000e+02   6.1135924e-02
   8.0800000e+02   9.2277994e-02
   8.6800000e+02   1.1039158e-01
   9.2800000e+02   6.6476772e-02
   9.8800000e+02   4.9533635e-02
   1.0480000e+03   7.1562252e-02
   1.1080000e+03   8.4562698e-02
   1.1680000e+03   5.7535050e-02
   1.2280000e+03   5.9479384e-02
   1.2880000e+03   1.0439578e-01
   1.3480000e+03   1.1528430e-01
   1.4080000e+03   1.6514503e-01
   1.4680000e+03   3.7897805e-01
   1.5280000e+03   6.8078342e-01
   1.5880000e+03   1.0075612e+00
   1.6480000e+03   1.2063115e+00
   1.7080000e+03   1.1130344e+00
   1.7680000e+03   8.5072997e-01
   1.8280000e+03   7.8839824e-01
   1.8880000e+03   9.1903931e-01
   1.9480000e+03   1.1596533e+00
   2.0080000e+03   1.3002402e+00
   2.0680000e+03   1.0678001e+00
   2.1280000e+03   3.9233309e-01
   2.1880000e+03  -2.9616073e-01
   2.2480000e+03  -7.8368129e-01
   2.3080000e+03  -9.7022854e-01
   2.3680000e+03  -8.7980238e-01
   2.4280000e+03  -7.0340275e-01
   2.4880000e+03  -4.9902957e-01
   2.5480000e+03  -2.4868277e-01
   2.6080000e+03  -2.6936225e-01
   2.6680000e+03  -4.5506796e-01
   2.7280000e+03  -5.3879979e-01
   2.7880000e+03  -6.0555769e-01
   2.8480000e+03  -4.7234156e-01
   2.9080000e+03  -1.3015131e-01
   2.9680000e+03   1.2301312e-01
   3.0280000e+03   1.2151825e-02
   3.0880000e+03  -2.3573511e-01
   3.1480000e+03  -7.3064759e-01
   3.2080000e+03  -1.3475855e+00
   3.2680000e+03  -1.5525489e+00
   3.3280000e+03  -9.9053746e-01
   3.3880000e+03  -5.1855125e-01
   3.4480000e+03   2.0140986e-01
   3.5080000e+03   8.7934596e-01
   3.5680000e+03   8.7025717e-01
   3.6280000e+03   3.5014357e-01
   3.6880000e+03   2.6300526e-01
   3.7480000e+03   1.8184236e-01
   3.8080000e+03   3.5465496e-01
   3.8680000e+03   9.2944317e-01
   3.9280000e+03   1.4452071e+00
   3.9880000e+03   1.2959469e+00
   4.0480000e+03   1.2846626e+00
   4.1080000e+03   9.1135434e-01
   4.1680000e+03   1.8102230e-01
