   2.8000000e+01   6.7253355e-02
   8.8000000e+01   5.3225441e-02
   1.4800000e+02   4.5159176e-02
   2.0800000e+02   8.9054647e-02
   2.6800000e+02   1.2991194e-01
   3.2800000e+02   1.5273116e-01
   3.8800000e+02   9.5512410e-02
   4.4800000e+02   2.5255786e-02
   5.0800000e+02   1.5961403e-02
   5.6800000e+02   5.8629377e-02
   6.2800000e+02   7.2259829e-02
   6.8800000e+02   4.2852883e-02
   7.4800000e+02   8.0408669e-02
   8.0800000e+02   7.9927321e-02
   8.6800000e+02   7.0408978e-02
   9.2800000e+02   8.3853784e-02
   9.8800000e+02   1.1126189e-01
   1.0480000e+03   1.0163344e-01
   1.1080000e+03   4.6968591e-02
   1.1680000e+03   3.3267512e-02
   1.2280000e+03   5.3530365e-02
   1.2880000e+03   6.8757319e-02
   1.3480000e+03   6.0948547e-02
   1.4080000e+03   1.2210423e-01
   1.4680000e+03   6.4224545e-02
   1.5280000e+03   6.2309682e-02
   1.5880000e+03   8.7359829e-02
   1.6480000e+03   1.1337518e-01
   1.7080000e+03   6.8355936e-02
   1.7680000e+03   8.4302294e-02
   1.8280000e+03   1.0421446e-01
   1.8880000e+03   8.5092646e-02
   1.9480000e+03   8.5937062e-02
   2.0080000e+03   9.5747924e-02
   2.0680000e+03   1.1552545e-01
   2.1280000e+03   1.0226987e-01
   2.1880000e+03   7.4981401e-02
   2.2480000e+03   1.2666028e-01
   2.3080000e+03   1.7030673e-01
   2.3680000e+03   7.3920995e-02
   2.4280000e+03   7.5503311e-02
   2.4880000e+03   9.7053921e-02
   2.5480000e+03   5.6573066e-02
   2.6080000e+03   1.0106100e-01
   2.6680000e+03   1.1051796e-01
   2.7280000e+03   1.2594421e-01
   2.7880000e+03   1.4934001e-01
   2.8480000e+03   8.6705600e-02
   2.9080000e+03   6.2041253e-02
   2.9680000e+03   1.0434723e-01
   3.0280000e+03   1.2762379e-01
   3.0880000e+03   1.2087120e-01
   3.1480000e+03   1.4408974e-01
   3.2080000e+03   1.5927967e-01
   3.2680000e+03   1.5644127e-01
   3.3280000e+03   1.9657480e-01
   3.3880000e+03   2.9268055e-01
   3.4480000e+03   4.2775880e-01
   3.5080000e+03   4.9780982e-01
   3.5680000e+03   5.5883390e-01
   3.6280000e+03   5.7183131e-01
   3.6880000e+03   5.6680235e-01
   3.7480000e+03   6.2074729e-01
   3.8080000e+03   6.4566642e-01
   3.8680000e+03   5.9456004e-01
   3.9280000e+03   5.1342843e-01
   3.9880000e+03   4.2327187e-01
   4.0480000e+03   3.4309067e-01
   4.1080000e+03   2.8188510e-01
   4.1680000e+03   2.0165547e-01
   4.2280000e+03   1.8740207e-01
   4.2880000e+03   1.7412518e-01
   4.3480000e+03   1.4882511e-01
   4.4080000e+03   1.4350214e-01
   4.4680000e+03   1.4215658e-01
   4.5280000e+03   1.3078871e-01
   4.5880000e+03   5.7398836e-02
   4.6480000e+03   1.1987249e-02
   4.7080000e+03  -4.7445755e-02
   4.7680000e+03  -1.5389988e-01
   4.8280000e+03  -2.0137483e-01
   4.8880000e+03  -2.1387031e-01
   4.9480000e+03  -2.4338602e-01
   5.0080000e+03  -2.9892167e-01
   5.0680000e+03  -3.1447697e-01
   5.1280000e+03  -3.4805161e-01
   5.1880000e+03  -3.9064531e-01
   5.2480000e+03  -2.6325778e-01
   5.3080000e+03  -9.9888703e-02
   5.3680000e+03  -6.3537805e-02
   5.4280000e+03  -7.1204788e-02
   5.4880000e+03  -7.2889361e-02
   5.5480000e+03  -1.0459123e-01
   5.6080000e+03  -1.4731011e-01
   5.6680000e+03  -2.0204571e-01
   5.7280000e+03  -2.8379774e-01
   5.7880000e+03  -2.8756591e-01
   5.8480000e+03  -3.0134994e-01
   5.9080000e+03  -2.5014953e-01
   5.9680000e+03  -2.8696440e-01
   6.0280000e+03  -2.4679428e-01
   6.0880000e+03  -1.3063886e-01
   6.1480000e+03  -1.3349788e-01
   6.2080000e+03  -8.5371055e-02
   6.2680000e+03  -4.5258097e-02
   6.3280000e+03  -7.5158730e-02
   6.3880000e+03  -1.1807268e-01
   6.4480000e+03  -1.7399966e-01
   6.5080000e+03  -1.6393940e-01
   6.5680000e+03  -1.6889164e-01
   6.6280000e+03  -1.9385608e-01
   6.6880000e+03  -1.4483246e-01
   6.7480000e+03  -2.6820521e-02
   6.8080000e+03   1.3618002e-01
   6.8680000e+03   3.2516943e-01
   6.9280000e+03   5.1914798e-01
   6.9880000e+03   6.8111593e-01
   7.0480000e+03   8.4707354e-01
   7.1080000e+03   9.8202108e-01
   7.1680000e+03   1.0539588e+00
   7.2280000e+03   1.0058870e+00
   7.2880000e+03   8.9480588e-01
   7.3480000e+03   8.4071574e-01
   7.4080000e+03   8.0261683e-01
   7.4680000e+03   7.5850940e-01
   7.5280000e+03   6.8139370e-01
   7.5880000e+03   6.3226999e-01
   7.6480000e+03   5.6013852e-01
   7.7080000e+03   4.1799955e-01
   7.7680000e+03   2.5785332e-01
   7.8280000e+03   1.9570007e-01
   7.8880000e+03   2.6954007e-01
   7.9480000e+03   3.5837355e-01
   8.0080000e+03   4.1020075e-01
   8.0680000e+03   4.1202193e-01
   8.1280000e+03   3.4483732e-01
   8.1880000e+03   2.7464717e-01
   8.2480000e+03   2.4345172e-01
   8.3080000e+03   1.5325121e-01
   8.3680000e+03   1.0904587e-01
   8.4280000e+03   7.1835944e-02
   8.4880000e+03  -5.0378328e-02
